"id","raw","encoded","pred","label","dist","training_count","not_exact"
"4461","whipped cream or whipped coconut cream (for garnish, optional)","whipped cream or whipped coconut cream ( for garnish , optional )","sour cream","","0.30298406","335","False"
"699","8 (7-inch) whole-wheat or grain-free tortillas","8 ( 7 - inch ) whole - wheat or grain - free tortillas","flour tortilla","","0.17266005","335","False"
"7917","16 to 18 (12-inch) bamboo skewers, soaked in warm water for 15 to 30 minutes","16 to 18 ( 12 - inch ) bamboo skewers , soaked in warm water for 15 to 30 minutes","firm tofu","","0.36874855","335","False"
"1153","Sweet stir-fry blend (coconut aminos - fish sauce)","Sweet stir - fry blend ( coconut aminos - fish sauce )","onion soup mix","","0.4076085","335","False"
"5453","6 oil-packed anchovies","6 oil - packed anchovies","oil-packed white tuna","","0.2787857","335","False"
"2629","1 can (4 ounces) mushroom stems and pieces, drained","1 can ( 4 ounces ) mushroom stems and pieces , drained","brown mushroom","","0.44232267","335","False"
"6623","1/4 teaspoon sea salt","1 / 4 teaspoon sea salt","table salt","kosher salt","0.08799216","113","True"
"7122","8 mozzarella (slices, fresh, ¼-inch thick)","8 mozzarella ( slices , fresh , 1 / 4 - inch thick )","low-moisture part-skim mozzarella cheese","low-moisture part-skim mozzarella cheese slice","0.29398727","3","False"
"8666","3 ounces dried apple slices","3 ounces dried apple slices","salami","","0.295556","335","False"
"656","1 tablespoon Pâté (optional, but recommended)","1 tablespoon UNK ( optional , but recommended )","hass avocado","","0.36897033","335","False"
"3078","Vegan Parmesan Cheese","Vegan Parmesan Cheese","grated parmesan cheese","","0.42402357","335","False"
"7401","1 cup fresh pineapple chunks","1 cup fresh pineapple chunks","diced tomato","fresh pineapple","0.29761246","6","False"
"726","1 cup uncooked brown basmati rice, for serving (rice is optional, I like to cook extra to have on hand for other meals)","1 cup uncooked brown basmati rice , for serving ( rice is optional , I like to cook extra to have on hand for other meals )","brown rice","","0.198621","335","False"
"4986","1/2 teaspoon dried mint, dill or tarragon","1 / 2 teaspoon dried mint , dill or tarragon","ground dried tarragon","","0.27986977","335","False"
"485","1/4 cup tamarind juice","1 / 4 cup tamarind juice","lemon juice","","0.18970746","335","False"
"365","2 tsp kecap manis ((Note 3))","2 tsp kecap manis ( ( Note 3 ) )","sweet chili sauce","","0.3308457","335","False"
"1261","1 can condensed tomato soup","1 can condensed tomato soup","low-sodium chicken broth","","0.3224372","335","False"
"2477","3 tablespoons finely chopped lemongrass- or use lemongrass paste.","3 tablespoons finely chopped lemongrass - or use lemongrass paste .","garlic","","0.44719517","335","False"
"2776","2 tablespoon coconut aminos","2 tablespoon coconut aminos","tamari","","0.23014641","335","False"
"553","½ teaspoon pimentón","1 / 2 teaspoon pimentón","fresh serrano pepper","","0.38162923","335","False"
"7652","3 cups leftover cooked quinoa,* brown rice,* or uncooked cauliflower rice*","3 cups leftover cooked quinoa , brown rice , or uncooked cauliflower rice","cooked white rice","","0.32976952","335","False"
"440","6 cups watercress","6 cups watercress","arugula","","0.32430875","335","False"
"915","8 cardamom pods, lightly crushed with the flat side of a knife","8 cardamom pods , lightly crushed with the flat side of a knife","ground cardamom","","0.37401757","335","False"
"4353","1 (12-ounce) bag fresh or frozen cranberries","1 ( 12 - ounce ) bag fresh or frozen cranberries","dried cranberry","","0.29890627","335","False"
"116","3 tablespoons milk","3 tablespoons milk","whole milk","2% milk","0.12046837","4","False"
"4173","4 skinless chicken legs","4 skinless chicken legs","skinless chicken breast","","0.25993568","335","False"
"454","1 tbsp. extra-virgin olive oil","1 tbsp . extra - virgin olive oil","extra-virgin olive oil","olive oil","0.06339954","223","False"
"3174","2 tsp Bragg's Aminos","2 tsp Bragg s Aminos","hulled white sesame seed","","0.30936983","335","False"
"3241","1-1/2 cups cubed cooked turkey breast","1 - 1 / 2 cups cubed cooked turkey breast","turkey breast","","0.30158126","335","False"
"3775","3 small dried hot red peppers","3 small dried hot red peppers","ancho dried chili","","0.2068387","335","False"
"2897","3 dried chili peppers ((de-seeded and cut into segments))","3 dried chili peppers ( ( de - seeded and cut into segments ) )","ancho dried chili","","0.1668495","335","False"
"2646","1 1/2 cups cooked and cooled farro","1 1 / 2 cups cooked and cooled farro","barley","","0.3404553","335","False"
"6770","1 tablespoon poultry seasoning","1 tablespoon poultry seasoning","Italian seasoning","","0.25909197","335","False"
"6345","2 cups cooked white rice","2 cups cooked white rice","cooked white rice","white rice","0.10679324","25","False"
"2916","soft/hard-boiled egg","soft / hard - boiled egg","egg","","0.1712362","335","False"
"6665","1 Tbsp fresh sage (chopped)","1 Tbsp fresh sage ( chopped )","ground dried sage","","0.23432383","335","False"
"5043","1 tbsp coconut aminos (or fish sauce, if not vegan)","1 tbsp coconut aminos ( or fish sauce , if not vegan )","tamari","","0.21701054","335","False"
"1332","1 tsp salt, celtic sea salt preferred","1 tsp salt , celtic sea salt preferred","table salt","kosher salt","0.17264035","113","True"
"4210","3/4 cup frozen raspberries","3 / 4 cup frozen raspberries","blackberry","","0.3108269","335","False"
"1053","10-12 ounces of canned white albacore tuna packed in water, drained","10 - 12 ounces of canned white albacore tuna packed in water , drained","water-packed light tuna","water-packed white tuna","0.16249785","4","False"
"5443","1 bulb garlic, peeled","1 bulb garlic , peeled","garlic","","0.18126681","335","False"
"4740","1/4 cup roasted chickpeas (recipe below)","1 / 4 cup roasted chickpeas ( recipe below )","chickpea","","0.27807757","335","False"
"3913","2/3 cup buffalo hot sauce of choice, see note","2 / 3 cup buffalo hot sauce of choice , see note","hot sauce","","0.3052156","335","False"
"5080","3 ounces cheddar cheese, thinly sliced","3 ounces cheddar cheese , thinly sliced","cheddar cheese","cheddar cheese slice","0.11108492","2","False"
"446","1 tsp. Gochujang Red Pepper Paste","1 tsp . Gochujang Red Pepper Paste","red curry paste","","0.4060151","335","False"
"1174","1/2 cup (120ml) homemade or store-bought tahini sauce (note that tahini and tahini sauce are different products)","1 / 2 cup ( 120ml ) homemade or store - bought tahini sauce ( note that tahini and tahini sauce are different products )","tahini","","0.15562499","335","False"
"2655","1 1/2 cups cooked and cooled red quinoa","1 1 / 2 cups cooked and cooled red quinoa","quinoa","","0.19599754","335","False"
"5025","3 tablespoons cooked peas ( from above)","3 tablespoons cooked peas ( from above )","frozen pea","","0.21679223","335","False"
"165","⅓ cup Mexican Crema","1 / 3 cup Mexican Crema","chicken wing","","0.42476046","335","False"
"8037","1/2 cup corn kernels (canned or freshly cooked)","1 / 2 cup corn kernels ( canned or freshly cooked )","frozen corn","canned corn","0.25986284","5","False"
"884","10-15 frozen cylindrical rice cakes (optional), or rice noodles, or pasta, or steamed rice","10 - 15 frozen cylindrical rice cakes ( optional ) , or rice noodles , or pasta , or steamed rice","cooked white rice","","0.21304533","335","False"
"4086","1 Tbsp. Meatloaf Seasoning","1 Tbsp . UNK Seasoning","black bean garlic sauce","","0.3784287","335","False"
"2781","1 teaspoon lemon grass, sliced","1 teaspoon lemon grass , sliced","lemon","","0.26821303","335","False"
"668","1/2 - 3/4 cup unsweetened vanilla almond milk","1 / 2 - 3 / 4 cup unsweetened vanilla almond milk","almond milk","","0.26519787","335","False"
"5109","Finely grated pecorino, to serve","Finely grated pecorino , to serve","grated parmesan cheese","","0.31726798","335","False"
"56","2 Tbsp. rice wine vinegar","2 Tbsp . rice wine vinegar","rice vinegar","white rice","0.12400072","25","False"
"3014","3 Persian cucumbers, halved lengthwise, thinly sliced into half moons","3 Persian cucumbers , halved lengthwise , thinly sliced into half moons","slicing cucumber","","0.17529488","335","False"
"126","1 loaf ciabatta bread, 12 to 14 inches long, halved","1 loaf ciabatta bread , 12 to 14 inches long , halved","sandwich bread","","0.22030085","335","False"
"2630","Hot cooked pasta or rice","Hot cooked pasta or rice","cheese crisp","","0.29560584","335","False"
"2230","1 cup pea shoots","1 cup pea shoots","snow pea","","0.24570945","335","False"
"4156","1 teaspoon chopped fresh sage","1 teaspoon chopped fresh sage","ground dried sage","","0.15399489","335","False"
"182","6 ounces jicama","6 ounces jicama","carrot","","0.3245","335","False"
"7062","1 teaspoon Sichuan peppercorns, crushed","1 teaspoon Sichuan peppercorns , crushed","bird's eye chili pepper","","0.38606337","335","False"
"8059","1 teaspoon poultry seasoning","1 teaspoon poultry seasoning","Italian seasoning","","0.24543321","335","False"
"4056","2 anchovies (, whole (or 1/2 tsp anchovy paste))","2 anchovies ( , whole ( or 1 / 2 tsp anchovy paste ) )","garlic","","0.34016818","335","False"
"3421","1/2 cup green or brown lentils","1 / 2 cup green or brown lentils","cannellini bean","","0.3741256","335","False"
"2828","5 oz sliced Cremini mushrooms","5 oz sliced UNK mushrooms","white mushroom","brown mushroom","0.14738528","11","False"
"954","2 teaspoons Chinese black vinegar (or young/cheap balsamic vinegar)","2 teaspoons Chinese black vinegar ( or young / cheap balsamic vinegar )","balsamic vinegar","","0.30794933","335","False"
"1355","za'atar","za atar","Cheerio","","0.4156536","335","False"
"3858","1/2 cup milk (I use almond milk, any milk works)","1 / 2 cup milk ( I use almond milk , any milk works )","whole milk","1% milk","0.18697938","8","True"
"5421","1 teaspoon chopped fresh oregano","1 teaspoon chopped fresh oregano","dried oregano leaf","","0.21568191","335","False"
"2185","1 tablespoon gochujang, check labels for gluten-free","1 tablespoon gochujang , check labels for gluten - free","chili garlic sauce","","0.2869034","335","False"
"6388","¼ cup chopped dill","1 / 4 cup chopped dill","fresh dill","dried dill weed","0.1546443","4","False"
"1867","1/2 teaspoon prepared wasabi","1 / 2 teaspoon prepared wasabi","black raspberry","","0.38111824","335","False"
"3623","6 chicken legs (drumsticks with thighs; about 3 pounds)","6 chicken legs ( drumsticks with thighs about 3 pounds )","chicken drumstick with skin","","0.23151694","335","False"
"2997","64 ounces (8 cups) low-sodium vegetable broth","64 ounces ( 8 cups ) low - sodium vegetable broth","vegetable broth","","0.15513085","335","False"
"7885","5 tablespoons low-carb sweetener (Erythritol) ((more or less to taste))","5 tablespoons low - carb sweetener ( UNK ) ( ( more or less to taste ) )","white sugar","","0.3583164","335","False"
"6444","1 tablespoon dried basil","1 tablespoon dried basil","ground dried basil","dried basil leaf","0.098810166","1","False"
"1289","1 cup cherries (frozen, pits removed)","1 cup cherries ( frozen , pits removed )","canned artichoke","","0.3660014","335","False"
"1766","2 1/2 ounces pecorino-Romano cheese, shaved (about 1 1/4 cups)","2 1 / 2 ounces pecorino - Romano cheese , shaved ( about 1 1 / 4 cups )","grated parmesan cheese","shredded parmesan cheese","0.20510554","4","True"
"3226","2 cups cooked quinoa (about 3/4 cup uncooked)","2 cups cooked quinoa ( about 3 / 4 cup uncooked )","quinoa","","0.25984153","335","False"
"1146","Sun Basket lemongrass paste (lemongrass - olive oil - fresh garlic - fresh ginger - turmeric)","Sun UNK lemongrass paste ( lemongrass - olive oil - fresh garlic - fresh ginger - turmeric )","garlic","","0.3484825","335","False"
"4442","2 inch lotus root (renkon) ((peeled and precooked, “Renkon no Mizuni”))","2 inch lotus root ( renkon ) ( ( peeled and precooked , UNK no UNK ) )","fresh ginger","","0.39548057","335","False"
"2705","8 ounces cavatappi or other short curly pasta","8 ounces cavatappi or other short curly pasta","pasta shell","","0.3156096","335","False"
"2384","1/4 cup tortilla strips","1 / 4 cup tortilla strips","flour tortilla","","0.35874832","335","False"
"264","2 dried pasilla chiles","2 dried pasilla chiles","ancho dried chili","","0.28083837","335","False"
"3336","1 tablespoon tapioca flour or flour of choice","1 tablespoon tapioca flour or flour of choice","all-purpose white flour","","0.27676752","335","False"
"8221","2 cups cooked mixed brown rice and quinoa (I use the pre-cooked Seeds of Change mix)","2 cups cooked mixed brown rice and quinoa ( I use the pre - cooked Seeds of UNK mix )","cooked white rice","cooked brown rice","0.37578404","6","True"
"189","1 teaspoon sumac","1 teaspoon sumac","fresh dill","","0.37464452","335","False"
"1460","3/4 cup apple cider","3 / 4 cup apple cider","apple cider vinegar","","0.27327427","335","False"
"3131","1/2 teaspoon garlic salt","1 / 2 teaspoon garlic salt","table salt","","0.32734427","335","False"
"6104","2 nectarines, about 1 pound, cut into 1/2-inch dice","2 nectarines , about 1 pound , cut into 1 / 2 - inch dice","american pear","","0.3806904","335","False"
"3506","1 cup sliced shiitake mushrooms","1 cup sliced shiitake mushrooms","shiitake mushroom","","0.11332716","335","False"
"4433","2 cups chopped roasted skinless, boneless chicken breasts (about 2 breast halves)","2 cups chopped roasted skinless , boneless chicken breasts ( about 2 breast halves )","skinless chicken breast","rotisserie chicken","0.27935696","11","True"
"2291","100 g / 3.5 oz gruyere (or mozzarella cheese, or other melting cheese of choice)","100 g / 3 . 5 oz gruyere ( or mozzarella cheese , or other melting cheese of choice )","gruyere cheese","shredded gruyere cheese","0.20181787","5","False"
"3723","2 Tablespoons Vegenaise","2 Tablespoons Vegenaise","Cheerio","","0.295394","335","False"
"8970","1 tsp. Penzeys Pork Chop Seasoning (see notes)","1 tsp . UNK Pork UNK Seasoning ( see notes )","white cheddar cheese slice","","0.3939232","335","False"
"863",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)",". 35 ounces instant yeast , such as SAF Instant Yeast ( 10 g about 2 teaspoons )","baking soda","","0.3497885","335","False"
"1800","1 tablespoon spicy bean paste ((douban la jiang))","1 tablespoon spicy bean paste ( ( douban la jiang ) )","black bean garlic sauce","","0.3005482","335","False"
"4531","1 tablespoon coconut amino acids (or tamari: gluten free soy sauce)","1 tablespoon coconut amino acids ( or tamari gluten free soy sauce )","tamari","","0.25232506","335","False"
"6934","1/2 cup Low Sodium Soy Sauce","1 / 2 cup UNK UNK Soy Sauce","soy sauce","low-sodium soy sauce","0.40565866","38","False"
"8907","8 chicken drumsticks (skin removed)","8 chicken drumsticks ( skin removed )","chicken drumstick with skin","skinless chicken drumstick","0.1412094","1","False"
"1176","Israeli pickles, for serving (see note)","Israeli pickles , for serving ( see note )","dill pickle","","0.30318657","335","False"
"2576","1/2 cup Bacon bits","1 / 2 cup Bacon bits","light brown sugar","","0.36637256","335","False"
"8196","1 or 2 teaspoons chipotle powder (choose your heat level, or omit. We use 2)","1 or 2 teaspoons chipotle powder ( choose your heat level , or omit . UNK use 2 )","chili powder","","0.18071456","335","False"
"5510","4 hard boiled eggs (sliced or quartered)","4 hard boiled eggs ( sliced or quartered )","egg","","0.2176061","335","False"
"4672","1 pound baby potatoes (I used tri color)","1 pound baby potatoes ( I used tri color )","red potato","","0.29062235","335","False"
"6581","1 teaspoon marmite, vegemite, or Maggi seasoning","1 teaspoon marmite , vegemite , or Maggi seasoning","ground oregano","","0.35781103","335","False"
"290","2 tablespoons almond butter or peanut butter","2 tablespoons almond butter or peanut butter","almond flour","","0.2905534","335","False"
"2066","1/4 cup Coconut Aminos","1 / 4 cup Coconut Aminos","coconut milk","","0.26218763","335","False"
"8715","6 oz Tomatillos","6 oz UNK","Cheerio","tomato","0.25745657","57","False"
"3129","Black vinegar, for serving","Black vinegar , for serving","balsamic vinegar","","0.2761138","335","False"
"1945","2 lbs ground lamb","2 lbs ground lamb","ground pork","","0.21875219","335","False"
"5233","Canned julienned beets (optional)","Canned julienned beets ( optional )","beets","","0.22340965","335","False"
"5156","1 ancho or chipotle chile, soaked, stemmed, seeded and minced; or 1 teaspoon good chile powder","1 ancho or chipotle chile , soaked , stemmed , seeded and minced or 1 teaspoon good chile powder","chili powder","","0.29570603","335","False"
"2745","7 whole dried Chinese red chili peppers ((optional))","7 whole dried Chinese red chili peppers ( ( optional ) )","ancho dried chili","","0.22986634","335","False"
"2794","4 tablespoon coconut aminos","4 tablespoon coconut aminos","tamari","","0.24151036","335","False"
"7040","4 cups mirepoix*","4 cups mirepoix","carrot","","0.2700461","335","False"
"5027","1 teaspooon truffle oil","1 teaspooon truffle oil","sesame oil","","0.21339318","335","False"
"811","½ oz. Hazelnut Pieces","1 / 2 oz . UNK Pieces","Cheerio","","0.36548817","335","False"
"4723","2 tablespoons mirin (Japanese rice wine)","2 tablespoons mirin ( Japanese rice wine )","white wine","","0.27390942","335","False"
"6174","1 teaspoon celery seed","1 teaspoon celery seed","whole celery seed","celery","0.15155225","44","False"
"4708","1 lb. <p>broccoli rabe, trimmed</p>","1 lb . broccoli rabe , trimmed","broccoli crown","","0.24448976","335","False"
"4827","1/2 cup salsa verde","1 / 2 cup salsa verde","salsa","","0.10078864","335","False"
"498","1/4 cup extra virgin olive oil","1 / 4 cup extra virgin olive oil","extra-virgin olive oil","olive oil","0.037067518","223","False"
"3113","2 lb baby potatoes","2 lb baby potatoes","red potato","","0.20730463","335","False"
"474","1 can Italian-style stewed tomatoes (chopped)","1 can Italian - style stewed tomatoes ( chopped )","crushed tomato","","0.4061271","335","False"
"4541","1 cup fresh thai basil leaves","1 cup fresh thai basil leaves","fresh basil","","0.160946","335","False"
"1708","juice and zest of ½ lemon","juice and zest of 1 / 2 lemon","lemon juice","lemon","0.16846678","28","False"
"3710","2 hard boiled eggs (finely diced)","2 hard boiled eggs ( finely diced )","egg","","0.2334894","335","False"
"366","1 tsp dark soy sauce ((Note 4))","1 tsp dark soy sauce ( ( Note 4 ) )","dark soy sauce","soy sauce","0.13048892","51","False"
"4559","1/2 cup coconut water","1 / 2 cup coconut water","coconut milk","","0.3031277","335","False"
"181","2 tablespoons fried shallots – contains soy (optional)","2 tablespoons fried shallots contains soy ( optional )","shallot","","0.23807527","335","False"
"3878","few sprigs fresh tarragon or dill","few sprigs fresh tarragon or dill","fresh dill","","0.2878475","335","False"
"83","Sauce:","Sauce","Cheerio","","0.25573725","335","False"
"2654","fresh herbs for garnish","fresh herbs for garnish","fresh parsley","","0.31811565","335","False"
"8965","1 sprig Tarragon","1 sprig Tarragon","fresh rosemary","","0.2904386","335","False"
"8199","1 teaspoon coriander","1 teaspoon coriander","ground coriander","whole coriander seed","0.16719955","5","False"
"5121","1 cup pepperoni, chopped","1 cup pepperoni , chopped","pepperoni","","0.12341589","335","False"
"6891","pickled red ginger (beni shoga or kizami beni shoga) ((Kizami Shoga) (to garnish))","pickled red ginger ( beni shoga or kizami beni shoga ) ( ( UNK UNK ) ( to garnish ) )","red onion","","0.33088028","335","False"
"6681","1 teaspoon amchur (dried mango powder)","1 teaspoon amchur ( dried mango powder )","garam masala","","0.3295716","335","False"
"8008","⅓ cup cooked baked beans, homemade or canned, with sauce","1 / 3 cup cooked baked beans , homemade or canned , with sauce","frozen corn","","0.43797398","335","False"
"3891","1/2 bag coleslaw mix (shredded cabbage and carrots)","1 / 2 bag coleslaw mix ( shredded cabbage and carrots )","coleslaw mix","","0.19867781","335","False"
"1168","2 tablespoons (30ml) fresh juice from 1 lemon","2 tablespoons ( 30ml ) fresh juice from 1 lemon","lemon juice","lemon","0.16249755","28","False"
"8592","3 oz 10 tbsp part-skim mozzarella cheese, shredded","3 oz 10 tbsp part - skim mozzarella cheese , shredded","shredded low-moisture part-skim mozzarella cheese","low-moisture part-skim mozzarella cheese","0.23985428","6","False"
"3430","1 tablespoon molasses","1 tablespoon molasses","bourbon","","0.2615573","335","False"
"505","10 oz 93% ground turkey","10 oz 93 % ground turkey","93% lean ground turkey","ground turkey","0.13369639","16","False"
"3047","8 cups unsalted vegetable stock","8 cups unsalted vegetable stock","vegetable broth","","0.23923983","335","False"
"425","1 tablespoon extra-virgin olive oil","1 tablespoon extra - virgin olive oil","extra-virgin olive oil","olive oil","0.039227076","223","False"
"8597","1 teaspoon matcha powder","1 teaspoon matcha powder","cocoa powder","","0.20258178","335","False"
"6032","Optional: 1/4 cup diced pickled jalapenos","Optional 1 / 4 cup diced pickled jalapenos","pickled sweet red pepper","","0.31854314","335","False"
"2821","1 cup grated sharp cheddar (4 ounces)","1 cup grated sharp cheddar ( 4 ounces )","shredded yellow cheddar cheese","shredded sharp cheddar cheese","0.29767686","2","False"
"254","1 lemongrass stalk, chopped","1 lemongrass stalk , chopped","celery","","0.28521213","335","False"
"2302","500 g / 1 lb lamb mince ((ground lamb, or beef) (Note 1))","500 g / 1 lb lamb mince ( ( ground lamb , or beef ) ( Note 1 ) )","chuck steak","","0.39925396","335","False"
"2476","¼ cup galangal root, sliced into ⅛ thick disks, skins ok ( 2 inch piece)","1 / 4 cup galangal root , sliced into 1 / 8 thick disks , skins ok ( 2 inch piece )","fresh ginger","","0.2901071","335","False"
"3146","1 teaspoon bacon fat or extra virgin olive oil","1 teaspoon bacon fat or extra virgin olive oil","bacon","","0.22154975","335","False"
"626","¼ teaspoon red-pepper flakes, plus more to taste","1 / 4 teaspoon red - pepper flakes , plus more to taste","crushed red pepper flake","red bell pepper","0.13583912","60","False"
"8913","1/4 teaspoon ground pepper","1 / 4 teaspoon ground pepper","ground black pepper","ground red pepper","0.079854876","33","False"
"1836","1/4 - 1/2 tsp maple extract","1 / 4 - 1 / 2 tsp maple extract","vanilla extract","","0.25309283","335","False"
"3221","1 teaspoon Aleppo-style pepper, plus more for serving","1 teaspoon Aleppo - style pepper , plus more for serving","pepper jack cheese","","0.33205736","335","False"
"8870","tabbouleh salad","tabbouleh salad","ramen noodle","","0.34107757","335","False"
"322","1/4 cup tortilla strips, for garnish","1 / 4 cup tortilla strips , for garnish","hass avocado","","0.39073354","335","False"
"5206","¼ cup microgreens, optional","1 / 4 cup microgreens , optional","fresh basil","","0.40670753","335","False"
"2962","4 4-inch squares focaccia or similar flatbread, sliced in two horizontally","4 4 - inch squares focaccia or similar flatbread , sliced in two horizontally","French bread","","0.30672637","335","False"
"4458","1 scoop vanilla protein powder or collagen peptides (see note)","1 scoop vanilla protein powder or collagen peptides ( see note )","vanilla extract","","0.31726366","335","False"
"1069","1-inch piece cinnamon","1 - inch piece cinnamon","ground cinnamon","","0.23777656","335","False"
"396","2 tbsp of coriander (finely chopped)","2 tbsp of coriander ( finely chopped )","cilantro","whole coriander seed","0.17009044","5","False"
"2326","1/2 cup Fresh fruit, such as apples, banana, strawberries sliced","1 / 2 cup Fresh fruit , such as apples , banana , strawberries sliced","banana","","0.30738252","335","False"
"2917","Fukujinzuke (red pickled daikon)","UNK ( red pickled daikon )","radish","","0.24056815","335","False"
"7973","generous pinch saffron (optional)","generous pinch saffron ( optional )","ground oregano","","0.34265387","335","False"
"23","1 teaspoon coarsely crushed Sichuan pepper","1 teaspoon coarsely crushed Sichuan pepper","crushed red pepper flake","","0.39719778","335","False"
"3149","1 to 2 teaspoons dry rub","1 to 2 teaspoons dry rub","olive oil","","0.44353828","335","False"
"8236","Sun Basket ginger sauce base (fish sauce - lime juice - sambal oelek - ginger - coconut sugar)","Sun UNK ginger sauce base ( fish sauce - lime juice - sambal oelek - ginger - coconut sugar )","sriracha","","0.3184771","335","False"
"3246","4 lettuce leaves","4 lettuce leaves","romaine lettuce","green leaf lettuce","0.09595885","5","False"
"3615","2 tablespoons (30ml) whole grain mustard","2 tablespoons ( 30ml ) whole grain mustard","dijon mustard","","0.20668963","335","False"
"2801","600 g / 1.2 lb scotch fillet steak / boneless rib eye ((Note 1))","600 g / 1 . 2 lb scotch fillet steak / boneless rib eye ( ( Note 1 ) )","bird's eye chili pepper","","0.42199922","335","False"
"4444","4 Shiso leaves (Ooba)","4 Shiso leaves ( UNK )","Cheerio","","0.36914167","335","False"
"864","1.125 ounces Extra Virgin olive oil (32g; about 3 tablespoons)","1 . 125 ounces Extra Virgin olive oil ( 32 g about 3 tablespoons )","extra-virgin olive oil","olive oil","0.17335755","223","False"
"5405","1 (16-ounce) jar giardiniera salad, (drained and chopped)","1 ( 16 - ounce ) jar giardiniera salad , ( drained and chopped )","coleslaw mix","","0.34044284","335","False"
"2710","4 ounces Fontina cheese, grated (about 1 cup)","4 ounces Fontina cheese , grated ( about 1 cup )","american cheese","","0.34621924","335","False"
"4930","2 teaspoons lime","2 teaspoons lime","lime","lime juice","0.1166711","71","False"
"2123","1 Tbsp lemon curd","1 Tbsp lemon curd","lemon zest","","0.2925894","335","False"
"843","Salsa:","Salsa","Cheerio","","0.25064042","335","False"
"4744","Simple Thai peanut dressing (recipe below)","Simple Thai peanut dressing ( recipe below )","Caesar dressing","","0.3019991","335","False"
"5209","1/4 cup milk","1 / 4 cup milk","whole milk","1% milk","0.11259276","8","False"
