"id","raw","encoded","pred","label","dist","training_count","not_exact"
"6619","A small pinch of dried wood ear mushrooms (black fungus (yields 1 cup after rehydration))","A small pinch of dried wood ear mushrooms ( black fungus ( yields 1 cup after rehydration ) )","dried rosemary","","0.35465217","335","False"
"72","2 Tbsp extra virgin olive oil","2 Tbsp extra virgin olive oil","extra-virgin olive oil","olive oil","0.03880417","223","False"
"8925","1/3 cup dried blueberries","1 / 3 cup dried blueberries","dried cranberry","","0.26508573","335","False"
"1503","Pickled onions","Pickled onions","yellow onion","","0.32291347","335","False"
"998","1 cup basil leaves","1 cup basil leaves","fresh basil","ground dried basil","0.14157669","9","False"
"4460","1 tablespoon cacao nibs or chocolate chips (see note)","1 tablespoon cacao nibs or chocolate chips ( see note )","vanilla extract","","0.4155044","335","False"
"4948","1 tablespoon gochugaru Korean chili flakes or chili paste","1 tablespoon gochugaru Korean chili flakes or chili paste","crushed red pepper flake","","0.41250682","335","False"
"4524","2 tablespoons coconut amino acids (or tamari: GF soy sauce if you are not Paleo)","2 tablespoons coconut amino acids ( or tamari UNK soy sauce if you are not UNK )","tamari","","0.2990862","335","False"
"4461","whipped cream or whipped coconut cream (for garnish, optional)","whipped cream or whipped coconut cream ( for garnish , optional )","sour cream","","0.31661102","335","False"
"699","8 (7-inch) whole-wheat or grain-free tortillas","8 ( 7 - inch ) whole - wheat or grain - free tortillas","whole-wheat flour","","0.3065914","335","False"
"7917","16 to 18 (12-inch) bamboo skewers, soaked in warm water for 15 to 30 minutes","16 to 18 ( 12 - inch ) bamboo skewers , soaked in warm water for 15 to 30 minutes","shrimp","","0.39575613","335","False"
"1153","Sweet stir-fry blend (coconut aminos - fish sauce)","Sweet stir - fry blend ( coconut aminos - fish sauce )","light coconut milk","","0.3497397","335","False"
"5453","6 oil-packed anchovies","6 oil - packed anchovies","oil-packed light tuna","","0.31137222","335","False"
"2629","1 can (4 ounces) mushroom stems and pieces, drained","1 can ( 4 ounces ) mushroom stems and pieces , drained","white mushroom","","0.43689632","335","False"
"6623","1/4 teaspoon sea salt","1 / 4 teaspoon sea salt","table salt","kosher salt","0.07805084","113","True"
"8666","3 ounces dried apple slices","3 ounces dried apple slices","american cheese slice","","0.41799653","335","False"
"656","1 tablespoon Pâté (optional, but recommended)","1 tablespoon UNK ( optional , but recommended )","Cheerio","","0.40653783","335","False"
"2979","¼ cup plus 2 Tbsp. extra-virgin olive oil, plus more for drizzling","1 / 4 cup plus 2 Tbsp . extra - virgin olive oil , plus more for drizzling","extra-virgin olive oil","olive oil","0.09183562","223","False"
"3078","Vegan Parmesan Cheese","Vegan Parmesan Cheese","grated parmesan cheese","","0.3400861","335","False"
"726","1 cup uncooked brown basmati rice, for serving (rice is optional, I like to cook extra to have on hand for other meals)","1 cup uncooked brown basmati rice , for serving ( rice is optional , I like to cook extra to have on hand for other meals )","brown rice","","0.18669653","335","False"
"4986","1/2 teaspoon dried mint, dill or tarragon","1 / 2 teaspoon dried mint , dill or tarragon","dried tarragon leaf","","0.2721523","335","False"
"485","1/4 cup tamarind juice","1 / 4 cup tamarind juice","lime juice","","0.18668188","335","False"
"365","2 tsp kecap manis ((Note 3))","2 tsp kecap manis ( ( Note 3 ) )","soy sauce","","0.4359171","335","False"
"1261","1 can condensed tomato soup","1 can condensed tomato soup","cream of mushroom soup","","0.387464","335","False"
"2477","3 tablespoons finely chopped lemongrass- or use lemongrass paste.","3 tablespoons finely chopped lemongrass - or use lemongrass paste .","fresh ginger","","0.24763145","335","False"
"2776","2 tablespoon coconut aminos","2 tablespoon coconut aminos","tamari","","0.26010135","335","False"
"553","½ teaspoon pimentón","1 / 2 teaspoon pimentón","american eggplant","","0.3773002","335","False"
"7652","3 cups leftover cooked quinoa,* brown rice,* or uncooked cauliflower rice*","3 cups leftover cooked quinoa , brown rice , or uncooked cauliflower rice","cooked brown rice","","0.27851447","335","False"
"440","6 cups watercress","6 cups watercress","arugula","","0.30222997","335","False"
"915","8 cardamom pods, lightly crushed with the flat side of a knife","8 cardamom pods , lightly crushed with the flat side of a knife","ground cardamom","","0.35526305","335","False"
"4353","1 (12-ounce) bag fresh or frozen cranberries","1 ( 12 - ounce ) bag fresh or frozen cranberries","frozen mixed berry","","0.2582824","335","False"
"116","3 tablespoons milk","3 tablespoons milk","1% milk","2% milk","0.18058687","4","False"
"4173","4 skinless chicken legs","4 skinless chicken legs","skinless chicken breast","","0.22769341","335","False"
"454","1 tbsp. extra-virgin olive oil","1 tbsp . extra - virgin olive oil","extra-virgin olive oil","olive oil","0.04000956","223","False"
"3174","2 tsp Bragg's Aminos","2 tsp Bragg s Aminos","hot sauce","","0.5321002","335","False"
"3241","1-1/2 cups cubed cooked turkey breast","1 - 1 / 2 cups cubed cooked turkey breast","turkey breast","","0.31203982","335","False"
"3775","3 small dried hot red peppers","3 small dried hot red peppers","ancho dried chili","","0.27925733","335","False"
"2897","3 dried chili peppers ((de-seeded and cut into segments))","3 dried chili peppers ( ( de - seeded and cut into segments ) )","ancho dried chili","","0.21366549","335","False"
"2646","1 1/2 cups cooked and cooled farro","1 1 / 2 cups cooked and cooled farro","cooked brown rice","","0.36222377","335","False"
"6770","1 tablespoon poultry seasoning","1 tablespoon poultry seasoning","Italian seasoning","","0.3053228","335","False"
"6345","2 cups cooked white rice","2 cups cooked white rice","cooked white rice","white rice","0.093995176","25","False"
"2916","soft/hard-boiled egg","soft / hard - boiled egg","egg","","0.20013349","335","False"
"6665","1 Tbsp fresh sage (chopped)","1 Tbsp fresh sage ( chopped )","ground dried sage","","0.33324978","335","False"
"5043","1 tbsp coconut aminos (or fish sauce, if not vegan)","1 tbsp coconut aminos ( or fish sauce , if not vegan )","tamari","","0.29172316","335","False"
"1332","1 tsp salt, celtic sea salt preferred","1 tsp salt , celtic sea salt preferred","table salt","kosher salt","0.13664298","113","True"
"4210","3/4 cup frozen raspberries","3 / 4 cup frozen raspberries","mango","","0.37465185","335","False"
"1053","10-12 ounces of canned white albacore tuna packed in water, drained","10 - 12 ounces of canned white albacore tuna packed in water , drained","water-packed light tuna","water-packed white tuna","0.36358628","4","False"
"5443","1 bulb garlic, peeled","1 bulb garlic , peeled","garlic","","0.16954547","335","False"
"4740","1/4 cup roasted chickpeas (recipe below)","1 / 4 cup roasted chickpeas ( recipe below )","hummus","","0.3621451","335","False"
"3913","2/3 cup buffalo hot sauce of choice, see note","2 / 3 cup buffalo hot sauce of choice , see note","hot sauce","","0.3674105","335","False"
"446","1 tsp. Gochujang Red Pepper Paste","1 tsp . Gochujang Red Pepper Paste","red curry paste","","0.42419356","335","False"
"1174","1/2 cup (120ml) homemade or store-bought tahini sauce (note that tahini and tahini sauce are different products)","1 / 2 cup ( 120ml ) homemade or store - bought tahini sauce ( note that tahini and tahini sauce are different products )","tahini","","0.2484808","335","False"
"2655","1 1/2 cups cooked and cooled red quinoa","1 1 / 2 cups cooked and cooled red quinoa","quinoa","","0.32718182","335","False"
"5025","3 tablespoons cooked peas ( from above)","3 tablespoons cooked peas ( from above )","frozen pea","","0.2600497","335","False"
"165","⅓ cup Mexican Crema","1 / 3 cup Mexican Crema","almond milk","","0.2812152","335","False"
"884","10-15 frozen cylindrical rice cakes (optional), or rice noodles, or pasta, or steamed rice","10 - 15 frozen cylindrical rice cakes ( optional ) , or rice noodles , or pasta , or steamed rice","cooked white rice","","0.26965725","335","False"
"4086","1 Tbsp. Meatloaf Seasoning","1 Tbsp . UNK Seasoning","cajun seasoning","","0.34210196","335","False"
"2781","1 teaspoon lemon grass, sliced","1 teaspoon lemon grass , sliced","lemon","","0.33692408","335","False"
"668","1/2 - 3/4 cup unsweetened vanilla almond milk","1 / 2 - 3 / 4 cup unsweetened vanilla almond milk","almond milk","","0.15344957","335","False"
"5109","Finely grated pecorino, to serve","Finely grated pecorino , to serve","grated parmesan cheese","","0.2916129","335","False"
"56","2 Tbsp. rice wine vinegar","2 Tbsp . rice wine vinegar","rice vinegar","white rice","0.18432727","25","False"
"1113","1 pound ground beef (at least 25% fat)","1 pound ground beef ( at least 25 % fat )","ground beef","75% lean ground beef","0.12628618","1","False"
"3014","3 Persian cucumbers, halved lengthwise, thinly sliced into half moons","3 Persian cucumbers , halved lengthwise , thinly sliced into half moons","english cucumber","","0.13534516","335","False"
"126","1 loaf ciabatta bread, 12 to 14 inches long, halved","1 loaf ciabatta bread , 12 to 14 inches long , halved","sandwich bread","","0.22663116","335","False"
"2630","Hot cooked pasta or rice","Hot cooked pasta or rice","cooked white rice","","0.33674967","335","False"
"2230","1 cup pea shoots","1 cup pea shoots","snap pea","","0.30232847","335","False"
"4156","1 teaspoon chopped fresh sage","1 teaspoon chopped fresh sage","ground dried sage","","0.2551749","335","False"
"182","6 ounces jicama","6 ounces jicama","mango","","0.3080266","335","False"
"7062","1 teaspoon Sichuan peppercorns, crushed","1 teaspoon Sichuan peppercorns , crushed","crushed red pepper flake","","0.3961213","335","False"
"8059","1 teaspoon poultry seasoning","1 teaspoon poultry seasoning","Italian seasoning","","0.3275301","335","False"
"4056","2 anchovies (, whole (or 1/2 tsp anchovy paste))","2 anchovies ( , whole ( or 1 / 2 tsp anchovy paste ) )","caper","","0.3292849","335","False"
"3421","1/2 cup green or brown lentils","1 / 2 cup green or brown lentils","brown lentil","","0.3852458","335","False"
"2828","5 oz sliced Cremini mushrooms","5 oz sliced UNK mushrooms","white mushroom","brown mushroom","0.12560074","11","False"
"954","2 teaspoons Chinese black vinegar (or young/cheap balsamic vinegar)","2 teaspoons Chinese black vinegar ( or young / cheap balsamic vinegar )","red wine vinegar","","0.37561223","335","False"
"1355","za'atar","za atar","beef short rib","","0.38332546","335","False"
"5421","1 teaspoon chopped fresh oregano","1 teaspoon chopped fresh oregano","dried oregano leaf","","0.2278411","335","False"
"2185","1 tablespoon gochujang, check labels for gluten-free","1 tablespoon gochujang , check labels for gluten - free","sriracha","","0.22737202","335","False"
"6388","¼ cup chopped dill","1 / 4 cup chopped dill","fresh dill","dried dill weed","0.13055778","4","False"
"1867","1/2 teaspoon prepared wasabi","1 / 2 teaspoon prepared wasabi","sriracha","","0.4259268","335","False"
"3623","6 chicken legs (drumsticks with thighs; about 3 pounds)","6 chicken legs ( drumsticks with thighs about 3 pounds )","chicken drumstick with skin","","0.2930382","335","False"
"2997","64 ounces (8 cups) low-sodium vegetable broth","64 ounces ( 8 cups ) low - sodium vegetable broth","vegetable broth","","0.19673568","335","False"
"7885","5 tablespoons low-carb sweetener (Erythritol) ((more or less to taste))","5 tablespoons low - carb sweetener ( UNK ) ( ( more or less to taste ) )","white sugar","","0.36433184","335","False"
"6444","1 tablespoon dried basil","1 tablespoon dried basil","ground dried basil","dried basil leaf","0.1275571","1","False"
"1289","1 cup cherries (frozen, pits removed)","1 cup cherries ( frozen , pits removed )","blueberry","","0.36811006","335","False"
"1766","2 1/2 ounces pecorino-Romano cheese, shaved (about 1 1/4 cups)","2 1 / 2 ounces pecorino - Romano cheese , shaved ( about 1 1 / 4 cups )","grated parmesan cheese","shredded parmesan cheese","0.22543024","4","True"
"3226","2 cups cooked quinoa (about 3/4 cup uncooked)","2 cups cooked quinoa ( about 3 / 4 cup uncooked )","quinoa","","0.27945375","335","False"
"1146","Sun Basket lemongrass paste (lemongrass - olive oil - fresh garlic - fresh ginger - turmeric)","Sun UNK lemongrass paste ( lemongrass - olive oil - fresh garlic - fresh ginger - turmeric )","fresh ginger","","0.28764486","335","False"
"4442","2 inch lotus root (renkon) ((peeled and precooked, “Renkon no Mizuni”))","2 inch lotus root ( renkon ) ( ( peeled and precooked , UNK no UNK ) )","fresh ginger","","0.3715924","335","False"
"2705","8 ounces cavatappi or other short curly pasta","8 ounces cavatappi or other short curly pasta","penne","","0.28921935","335","False"
"2384","1/4 cup tortilla strips","1 / 4 cup tortilla strips","shredded low-moisture part-skim mozzarella cheese","","0.42867193","335","False"
"264","2 dried pasilla chiles","2 dried pasilla chiles","ancho dried chili","","0.20347601","335","False"
"3336","1 tablespoon tapioca flour or flour of choice","1 tablespoon tapioca flour or flour of choice","all-purpose white flour","","0.19203377","335","False"
"189","1 teaspoon sumac","1 teaspoon sumac","cumin seed","","0.38171458","335","False"
"1460","3/4 cup apple cider","3 / 4 cup apple cider","apple cider vinegar","","0.27310172","335","False"
"3131","1/2 teaspoon garlic salt","1 / 2 teaspoon garlic salt","table salt","","0.24443832","335","False"
"6104","2 nectarines, about 1 pound, cut into 1/2-inch dice","2 nectarines , about 1 pound , cut into 1 / 2 - inch dice","yellow peach","","0.28222695","335","False"
"3506","1 cup sliced shiitake mushrooms","1 cup sliced shiitake mushrooms","shiitake mushroom","","0.18021585","335","False"
"3723","2 Tablespoons Vegenaise","2 Tablespoons Vegenaise","Cheerio","","0.4009858","335","False"
"8970","1 tsp. Penzeys Pork Chop Seasoning (see notes)","1 tsp . UNK Pork UNK Seasoning ( see notes )","beef short rib","","0.3488868","335","False"
"863",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)",". 35 ounces instant yeast , such as SAF Instant Yeast ( 10 g about 2 teaspoons )","cornstarch","","0.4127176","335","False"
"2593","1 cup shredded lettuce","1 cup shredded lettuce","green leaf lettuce","shredded iceberg lettuce","0.23936477","2","False"
"1800","1 tablespoon spicy bean paste ((douban la jiang))","1 tablespoon spicy bean paste ( ( douban la jiang ) )","sriracha","","0.415479","335","False"
"4531","1 tablespoon coconut amino acids (or tamari: gluten free soy sauce)","1 tablespoon coconut amino acids ( or tamari gluten free soy sauce )","tamari","","0.2684469","335","False"
"8907","8 chicken drumsticks (skin removed)","8 chicken drumsticks ( skin removed )","chicken drumstick with skin","skinless chicken drumstick","0.09068842","1","False"
"1176","Israeli pickles, for serving (see note)","Israeli pickles , for serving ( see note )","dill pickle","","0.3838776","335","False"
"2576","1/2 cup Bacon bits","1 / 2 cup Bacon bits","apple","","0.35590696","335","False"
"8196","1 or 2 teaspoons chipotle powder (choose your heat level, or omit. We use 2)","1 or 2 teaspoons chipotle powder ( choose your heat level , or omit . UNK use 2 )","chili powder","","0.31154376","335","False"
"5510","4 hard boiled eggs (sliced or quartered)","4 hard boiled eggs ( sliced or quartered )","egg","","0.20686275","335","False"
"190","1 1/2 pounds russet or Yukon Gold potatoes, peeled, cut into 1/2-inch cubes, and submerged in a bowl of cold water to prevent browning","1 1 / 2 pounds russet or Yukon Gold potatoes , peeled , cut into 1 / 2 - inch cubes , and submerged in a bowl of cold water to prevent browning","yukon gold potato","russet potato","0.24348642","21","False"
"4672","1 pound baby potatoes (I used tri color)","1 pound baby potatoes ( I used tri color )","red cabbage","","0.3461541","335","False"
"6581","1 teaspoon marmite, vegemite, or Maggi seasoning","1 teaspoon marmite , vegemite , or Maggi seasoning","worcestershire sauce","","0.39287972","335","False"
"290","2 tablespoons almond butter or peanut butter","2 tablespoons almond butter or peanut butter","peanut butter","","0.2605694","335","False"
"2066","1/4 cup Coconut Aminos","1 / 4 cup Coconut Aminos","almond milk","","0.3172568","335","False"
"3129","Black vinegar, for serving","Black vinegar , for serving","hulled white sesame seed","","0.2785105","335","False"
"1945","2 lbs ground lamb","2 lbs ground lamb","ground beef","","0.24610537","335","False"
"5233","Canned julienned beets (optional)","Canned julienned beets ( optional )","daikon","","0.30968687","335","False"
"5156","1 ancho or chipotle chile, soaked, stemmed, seeded and minced; or 1 teaspoon good chile powder","1 ancho or chipotle chile , soaked , stemmed , seeded and minced or 1 teaspoon good chile powder","fresh serrano pepper","","0.3300516","335","False"
"2745","7 whole dried Chinese red chili peppers ((optional))","7 whole dried Chinese red chili peppers ( ( optional ) )","ancho dried chili","","0.17473546","335","False"
"2794","4 tablespoon coconut aminos","4 tablespoon coconut aminos","tamari","","0.27126634","335","False"
"7040","4 cups mirepoix*","4 cups mirepoix","carrot","","0.29333454","335","False"
"5027","1 teaspooon truffle oil","1 teaspooon truffle oil","sesame oil","","0.2962026","335","False"
"811","½ oz. Hazelnut Pieces","1 / 2 oz . UNK Pieces","Cheerio","","0.4131418","335","False"
"4723","2 tablespoons mirin (Japanese rice wine)","2 tablespoons mirin ( Japanese rice wine )","white wine","","0.27596235","335","False"
"3066","squeeze of lemon, to taste","squeeze of lemon , to taste","lemon","lemon juice","0.19342342","66","False"
"6174","1 teaspoon celery seed","1 teaspoon celery seed","ground celery seed","celery","0.15715496","44","False"
"4708","1 lb. <p>broccoli rabe, trimmed</p>","1 lb . broccoli rabe , trimmed","broccoli floret","","0.28106493","335","False"
"4827","1/2 cup salsa verde","1 / 2 cup salsa verde","salsa","","0.15647466","335","False"
"498","1/4 cup extra virgin olive oil","1 / 4 cup extra virgin olive oil","extra-virgin olive oil","olive oil","0.039355773","223","False"
"3113","2 lb baby potatoes","2 lb baby potatoes","red potato","","0.31971544","335","False"
"474","1 can Italian-style stewed tomatoes (chopped)","1 can Italian - style stewed tomatoes ( chopped )","sun-dried tomato","","0.37566078","335","False"
"4541","1 cup fresh thai basil leaves","1 cup fresh thai basil leaves","fresh basil","","0.26160598","335","False"
"3710","2 hard boiled eggs (finely diced)","2 hard boiled eggs ( finely diced )","egg","","0.21863961","335","False"
"366","1 tsp dark soy sauce ((Note 4))","1 tsp dark soy sauce ( ( Note 4 ) )","dark soy sauce","soy sauce","0.07259825","51","False"
"4559","1/2 cup coconut water","1 / 2 cup coconut water","tap water","","0.23445109","335","False"
"181","2 tablespoons fried shallots – contains soy (optional)","2 tablespoons fried shallots contains soy ( optional )","shallot","","0.36704427","335","False"
"3321","1 cup fresh sweet corn kernels (sliced off the cob is the best)","1 cup fresh sweet corn kernels ( sliced off the cob is the best )","fresh corn","frozen corn","0.23243262","13","False"
"3878","few sprigs fresh tarragon or dill","few sprigs fresh tarragon or dill","fresh spearmint","","0.27897912","335","False"
"83","Sauce:","Sauce","Cheerio","","0.34405243","335","False"
"2654","fresh herbs for garnish","fresh herbs for garnish","fresh basil","","0.28487435","335","False"
"8965","1 sprig Tarragon","1 sprig Tarragon","fresh rosemary","","0.3896705","335","False"
"5121","1 cup pepperoni, chopped","1 cup pepperoni , chopped","pepperoni","","0.16005087","335","False"
"6891","pickled red ginger (beni shoga or kizami beni shoga) ((Kizami Shoga) (to garnish))","pickled red ginger ( beni shoga or kizami beni shoga ) ( ( UNK UNK ) ( to garnish ) )","fresh ginger","","0.3750464","335","False"
"6681","1 teaspoon amchur (dried mango powder)","1 teaspoon amchur ( dried mango powder )","garam masala","","0.43308407","335","False"
"8008","⅓ cup cooked baked beans, homemade or canned, with sauce","1 / 3 cup cooked baked beans , homemade or canned , with sauce","refried bean","","0.30646825","335","False"
"3891","1/2 bag coleslaw mix (shredded cabbage and carrots)","1 / 2 bag coleslaw mix ( shredded cabbage and carrots )","coleslaw mix","","0.16058846","335","False"
"1168","2 tablespoons (30ml) fresh juice from 1 lemon","2 tablespoons ( 30ml ) fresh juice from 1 lemon","lemon juice","lemon","0.18266213","28","False"
"8592","3 oz 10 tbsp part-skim mozzarella cheese, shredded","3 oz 10 tbsp part - skim mozzarella cheese , shredded","shredded low-moisture part-skim mozzarella cheese","low-moisture part-skim mozzarella cheese","0.15336832","6","False"
"3244","2 tablespoons chopped unsalted cashews","2 tablespoons chopped unsalted cashews","raw cashew","dry-roasted cashew","0.26325428","6","True"
"3430","1 tablespoon molasses","1 tablespoon molasses","bourbon","","0.28887618","335","False"
"3047","8 cups unsalted vegetable stock","8 cups unsalted vegetable stock","vegetable broth","","0.1911462","335","False"
"425","1 tablespoon extra-virgin olive oil","1 tablespoon extra - virgin olive oil","extra-virgin olive oil","olive oil","0.020872394","223","False"
"8597","1 teaspoon matcha powder","1 teaspoon matcha powder","cocoa powder","","0.31366158","335","False"
"6032","Optional: 1/4 cup diced pickled jalapenos","Optional 1 / 4 cup diced pickled jalapenos","pickled sweet red pepper","","0.35828587","335","False"
"2821","1 cup grated sharp cheddar (4 ounces)","1 cup grated sharp cheddar ( 4 ounces )","shredded yellow cheddar cheese","shredded sharp cheddar cheese","0.2513366","2","False"
"254","1 lemongrass stalk, chopped","1 lemongrass stalk , chopped","fresh ginger","","0.31568342","335","False"
"2302","500 g / 1 lb lamb mince ((ground lamb, or beef) (Note 1))","500 g / 1 lb lamb mince ( ( ground lamb , or beef ) ( Note 1 ) )","chuck steak","","0.32297677","335","False"
"2476","¼ cup galangal root, sliced into ⅛ thick disks, skins ok ( 2 inch piece)","1 / 4 cup galangal root , sliced into 1 / 8 thick disks , skins ok ( 2 inch piece )","fresh ginger","","0.23578398","335","False"
"3146","1 teaspoon bacon fat or extra virgin olive oil","1 teaspoon bacon fat or extra virgin olive oil","bacon","","0.27326107","335","False"
"626","¼ teaspoon red-pepper flakes, plus more to taste","1 / 4 teaspoon red - pepper flakes , plus more to taste","crushed red pepper flake","red bell pepper","0.17549112","60","False"
"8913","1/4 teaspoon ground pepper","1 / 4 teaspoon ground pepper","ground black pepper","ground red pepper","0.09392658","33","False"
"1836","1/4 - 1/2 tsp maple extract","1 / 4 - 1 / 2 tsp maple extract","white sugar","","0.31381816","335","False"
"3221","1 teaspoon Aleppo-style pepper, plus more for serving","1 teaspoon Aleppo - style pepper , plus more for serving","portobello mushroom","","0.45948014","335","False"
"8870","tabbouleh salad","tabbouleh salad","english cucumber","","0.34251016","335","False"
"322","1/4 cup tortilla strips, for garnish","1 / 4 cup tortilla strips , for garnish","shredded monterey jack cheese","","0.34403127","335","False"
"5206","¼ cup microgreens, optional","1 / 4 cup microgreens , optional","alfalfa","","0.32398683","335","False"
"2962","4 4-inch squares focaccia or similar flatbread, sliced in two horizontally","4 4 - inch squares focaccia or similar flatbread , sliced in two horizontally","sandwich bread","","0.2665825","335","False"
"4458","1 scoop vanilla protein powder or collagen peptides (see note)","1 scoop vanilla protein powder or collagen peptides ( see note )","cocoa powder","","0.27378526","335","False"
"1069","1-inch piece cinnamon","1 - inch piece cinnamon","ground cinnamon","","0.27734435","335","False"
"396","2 tbsp of coriander (finely chopped)","2 tbsp of coriander ( finely chopped )","cilantro","whole coriander seed","0.24007866","5","False"
"2326","1/2 cup Fresh fruit, such as apples, banana, strawberries sliced","1 / 2 cup Fresh fruit , such as apples , banana , strawberries sliced","strawberry jam","","0.3718632","335","False"
"2917","Fukujinzuke (red pickled daikon)","UNK ( red pickled daikon )","red potato","","0.30639637","335","False"
"7973","generous pinch saffron (optional)","generous pinch saffron ( optional )","ground fennel","","0.35138428","335","False"
"23","1 teaspoon coarsely crushed Sichuan pepper","1 teaspoon coarsely crushed Sichuan pepper","ground black pepper","","0.28516957","335","False"
"3149","1 to 2 teaspoons dry rub","1 to 2 teaspoons dry rub","garlic powder","","0.45218357","335","False"
"8236","Sun Basket ginger sauce base (fish sauce - lime juice - sambal oelek - ginger - coconut sugar)","Sun UNK ginger sauce base ( fish sauce - lime juice - sambal oelek - ginger - coconut sugar )","lime juice","","0.38503426","335","False"
"3246","4 lettuce leaves","4 lettuce leaves","romaine lettuce","green leaf lettuce","0.104743406","5","False"
"3615","2 tablespoons (30ml) whole grain mustard","2 tablespoons ( 30ml ) whole grain mustard","dijon mustard","","0.29751682","335","False"
"2801","600 g / 1.2 lb scotch fillet steak / boneless rib eye ((Note 1))","600 g / 1 . 2 lb scotch fillet steak / boneless rib eye ( ( Note 1 ) )","boneless, skinless chicken thigh","","0.3028915","335","False"
"4444","4 Shiso leaves (Ooba)","4 Shiso leaves ( UNK )","Cheerio","","0.45380414","335","False"
"5405","1 (16-ounce) jar giardiniera salad, (drained and chopped)","1 ( 16 - ounce ) jar giardiniera salad , ( drained and chopped )","english cucumber","","0.3741687","335","False"
"2710","4 ounces Fontina cheese, grated (about 1 cup)","4 ounces Fontina cheese , grated ( about 1 cup )","american cheese","","0.44761246","335","False"
"4930","2 teaspoons lime","2 teaspoons lime","lime","lime juice","0.0862297","71","False"
"2123","1 Tbsp lemon curd","1 Tbsp lemon curd","lemon","","0.30087656","335","False"
"843","Salsa:","Salsa","Cheerio","","0.29878014","335","False"
"4744","Simple Thai peanut dressing (recipe below)","Simple Thai peanut dressing ( recipe below )","ranch dressing","","0.25502545","335","False"
"8331","2 1/4 cups diced cucumbers, partially peeled","2 1 / 4 cups diced cucumbers , partially peeled","english cucumber","slicing cucumber","0.25541908","27","False"
"5209","1/4 cup milk","1 / 4 cup milk","whole milk","1% milk","0.15479097","8","False"
"3873","1 turkish cucumber, sliced or cut into thin ribbons ( use a veggie peeler)","1 turkish cucumber , sliced or cut into thin ribbons ( use a veggie peeler )","english cucumber","","0.38208884","335","False"
"934","1 tsp marjoram","1 tsp marjoram","dried rubbed sage","","0.3472014","335","False"
"6523","1/3 cup gochujang (Korean chile sauce)","1 / 3 cup gochujang ( Korean chile sauce )","sriracha","","0.3162675","335","False"
"3071","2 Tbsp nutritional yeast","2 Tbsp nutritional yeast","honey","","0.3429249","335","False"
"3563","Fennel fronds or sliced scallions, or both, for serving","Fennel fronds or sliced scallions , or both , for serving","fresh chive","","0.34126753","335","False"
"7150","tortilla strips","tortilla strips","flour tortilla","","0.40315723","335","False"
"1112","2 teaspoons dried oregano, divided","2 teaspoons dried oregano , divided","dried oregano leaf","ground oregano","0.122351915","5","False"
"1612","1-2 Tbsp protein powder of choice or hemp seeds","1 - 2 Tbsp protein powder of choice or hemp seeds","almond flour","","0.30074698","335","False"
"752","4 oz 50% reduced fat sharp cheddar, I used Cabot","4 oz 50 % reduced fat sharp cheddar , I used Cabot","medium cheddar cheese","","0.33110887","335","False"
