"id","raw","encoded","pred","label","dist","training_count","not_exact"
"7917","16 to 18 (12-inch) bamboo skewers, soaked in warm water for 15 to 30 minutes","16 to 18 ( 12 - inch ) bamboo skewers , soaked in warm water for 15 to 30 minutes","canned artichoke","","0.30921832","335","False"
"1153","Sweet stir-fry blend (coconut aminos - fish sauce)","Sweet stir - fry blend ( coconut UNK - fish sauce )","fish sauce","","0.44192046","335","False"
"5453","6 oil-packed anchovies","6 oil - packed anchovies","vegetable oil","","0.35137105","335","False"
"2629","1 can (4 ounces) mushroom stems and pieces, drained","1 can ( 4 ounces ) mushroom stems and pieces , drained","boneless pork loin","","0.44592506","335","False"
"6623","1/4 teaspoon sea salt","1 / 4 teaspoon sea salt","table salt","kosher salt","0.14749143","113","True"
"8666","3 ounces dried apple slices","3 ounces dried apple slices","american eggplant","","0.38728407","335","False"
"656","1 tablespoon Pâté (optional, but recommended)","1 tablespoon UNK ( optional , but recommended )","regular mayonnaise","","0.4321822","335","False"
"2979","¼ cup plus 2 Tbsp. extra-virgin olive oil, plus more for drizzling","1 / 4 cup plus 2 Tbsp . extra - virgin olive oil , plus more for drizzling","extra-virgin olive oil","olive oil","0.17491156","223","False"
"3078","Vegan Parmesan Cheese","Vegan Parmesan Cheese","grated parmesan cheese","","0.28037086","335","False"
"726","1 cup uncooked brown basmati rice, for serving (rice is optional, I like to cook extra to have on hand for other meals)","1 cup uncooked brown basmati rice , for serving ( rice is optional , I like to cook extra to have on hand for other UNK )","brown rice","","0.29980937","335","False"
"4986","1/2 teaspoon dried mint, dill or tarragon","1 / 2 teaspoon dried mint , dill or tarragon","dried tarragon leaf","","0.2535171","335","False"
"485","1/4 cup tamarind juice","1 / 4 cup tamarind juice","lime juice","","0.1948887","335","False"
"365","2 tsp kecap manis ((Note 3))","2 tsp kecap manis ( ( Note 3 ) )","barbecue sauce","","0.41460234","335","False"
"1261","1 can condensed tomato soup","1 can condensed tomato soup","cream of mushroom soup","","0.2893915","335","False"
"2477","3 tablespoons finely chopped lemongrass- or use lemongrass paste.","3 tablespoons finely chopped lemongrass - or use lemongrass paste .","garlic","","0.37469956","335","False"
"2776","2 tablespoon coconut aminos","2 tablespoon coconut UNK","coconut milk","","0.32687524","335","False"
"553","½ teaspoon pimentón","1 / 2 teaspoon pimentón","linguine","","0.42080542","335","False"
"7652","3 cups leftover cooked quinoa,* brown rice,* or uncooked cauliflower rice*","3 cups leftover cooked quinoa , brown rice , or uncooked cauliflower rice","cooked white rice","","0.26702207","335","False"
"440","6 cups watercress","6 cups watercress","arugula","","0.3090504","335","False"
"915","8 cardamom pods, lightly crushed with the flat side of a knife","8 cardamom pods , lightly crushed with the flat side of a knife","ground cardamom","","0.34507042","335","False"
"1087","4 ounces grated gruyère or Comté cheese","4 ounces grated gruyère or Comté cheese","shredded colby cheese","shredded gruyere cheese","0.2405746","5","False"
"4353","1 (12-ounce) bag fresh or frozen cranberries","1 ( 12 - ounce ) bag fresh or frozen cranberries","dried cranberry","","0.36312315","335","False"
"116","3 tablespoons milk","3 tablespoons milk","whole milk","2% milk","0.13938339","4","False"
"4173","4 skinless chicken legs","4 skinless chicken legs","boneless, skinless chicken thigh","","0.25130838","335","False"
"454","1 tbsp. extra-virgin olive oil","1 tbsp . extra - virgin olive oil","extra-virgin olive oil","olive oil","0.038696975","223","False"
"3174","2 tsp Bragg's Aminos","2 tsp Bragg s Aminos","ground dried tarragon","","0.42089608","335","False"
"3241","1-1/2 cups cubed cooked turkey breast","1 - 1 / 2 cups cubed cooked turkey breast","rotisserie chicken","","0.256598","335","False"
"3775","3 small dried hot red peppers","3 small dried hot red peppers","ancho dried chili","","0.2940458","335","False"
"2897","3 dried chili peppers ((de-seeded and cut into segments))","3 dried chili peppers ( ( de - seeded and cut into segments ) )","ancho dried chili","","0.26925388","335","False"
"2646","1 1/2 cups cooked and cooled farro","1 1 / 2 cups cooked and cooled farro","barley","","0.38975435","335","False"
"6770","1 tablespoon poultry seasoning","1 tablespoon poultry seasoning","Italian seasoning","","0.31152442","335","False"
"6345","2 cups cooked white rice","2 cups cooked white rice","cooked white rice","white rice","0.1004082","25","False"
"2916","soft/hard-boiled egg","soft / hard - boiled egg","egg","","0.19724661","335","False"
"6665","1 Tbsp fresh sage (chopped)","1 Tbsp fresh sage ( chopped )","ground dried sage","","0.35667753","335","False"
"5043","1 tbsp coconut aminos (or fish sauce, if not vegan)","1 tbsp coconut UNK ( or fish sauce , if not vegan )","tamari","","0.39728475","335","False"
"1332","1 tsp salt, celtic sea salt preferred","1 tsp salt , UNK sea salt preferred","table salt","kosher salt","0.20430997","113","True"
"4210","3/4 cup frozen raspberries","3 / 4 cup frozen raspberries","red raspberry","","0.3262756","335","False"
"5443","1 bulb garlic, peeled","1 bulb garlic , peeled","garlic","","0.22565666","335","False"
"4740","1/4 cup roasted chickpeas (recipe below)","1 / 4 cup roasted chickpeas ( recipe below )","chickpea","","0.34785026","335","False"
"3913","2/3 cup buffalo hot sauce of choice, see note","2 / 3 cup buffalo hot sauce of choice , see note","hot sauce","","0.42062798","335","False"
"5080","3 ounces cheddar cheese, thinly sliced","3 ounces cheddar cheese , thinly sliced","cheddar cheese","cheddar cheese slice","0.1205366","2","False"
"446","1 tsp. Gochujang Red Pepper Paste","1 tsp . Gochujang Red Pepper Paste","red onion","","0.43374932","335","False"
"1174","1/2 cup (120ml) homemade or store-bought tahini sauce (note that tahini and tahini sauce are different products)","1 / 2 cup ( UNK ) homemade or store - bought tahini sauce ( note that tahini and tahini sauce are different UNK )","tahini","","0.37271103","335","False"
"2655","1 1/2 cups cooked and cooled red quinoa","1 1 / 2 cups cooked and cooled red quinoa","quinoa","","0.35877895","335","False"
"5025","3 tablespoons cooked peas ( from above)","3 tablespoons cooked peas ( from above )","frozen pea","","0.20269239","335","False"
"165","⅓ cup Mexican Crema","1 / 3 cup Mexican Crema","Arborio rice","","0.39928797","335","False"
"884","10-15 frozen cylindrical rice cakes (optional), or rice noodles, or pasta, or steamed rice","10 - 15 frozen cylindrical rice cakes ( optional ) , or rice noodles , or pasta , or steamed rice","cauliflower rice","","0.2865581","335","False"
"4086","1 Tbsp. Meatloaf Seasoning","1 Tbsp . UNK Seasoning","cajun seasoning","","0.304891","335","False"
"2781","1 teaspoon lemon grass, sliced","1 teaspoon lemon grass , sliced","lemon zest","","0.35316998","335","False"
"668","1/2 - 3/4 cup unsweetened vanilla almond milk","1 / 2 - 3 / 4 cup unsweetened vanilla almond milk","almond milk","","0.18677457","335","False"
"5109","Finely grated pecorino, to serve","Finely grated pecorino , to serve","grated parmesan cheese","","0.29235512","335","False"
"56","2 Tbsp. rice wine vinegar","2 Tbsp . rice wine vinegar","rice vinegar","white rice","0.13633868","25","False"
"3014","3 Persian cucumbers, halved lengthwise, thinly sliced into half moons","3 Persian cucumbers , halved lengthwise , thinly sliced into half moons","english cucumber","","0.25438428","335","False"
"126","1 loaf ciabatta bread, 12 to 14 inches long, halved","1 loaf ciabatta bread , 12 to 14 inches long , halved","sandwich bread","","0.2728565","335","False"
"2630","Hot cooked pasta or rice","Hot cooked pasta or rice","cooked white rice","","0.33271804","335","False"
"2230","1 cup pea shoots","1 cup pea shoots","snow pea","","0.28774682","335","False"
"4156","1 teaspoon chopped fresh sage","1 teaspoon chopped fresh sage","ground dried sage","","0.29312858","335","False"
"182","6 ounces jicama","6 ounces jicama","carrot","","0.36728704","335","False"
"7062","1 teaspoon Sichuan peppercorns, crushed","1 teaspoon Sichuan peppercorns , crushed","ground pork","","0.42432645","335","False"
"8059","1 teaspoon poultry seasoning","1 teaspoon poultry seasoning","Italian seasoning","","0.26988026","335","False"
"4056","2 anchovies (, whole (or 1/2 tsp anchovy paste))","2 anchovies ( , whole ( or 1 / 2 tsp anchovy paste ) )","bone-in pork sparerib","","0.3980631","335","False"
"3421","1/2 cup green or brown lentils","1 / 2 cup green or brown lentils","brown lentil","","0.26144883","335","False"
"954","2 teaspoons Chinese black vinegar (or young/cheap balsamic vinegar)","2 teaspoons Chinese black vinegar ( or young / UNK balsamic vinegar )","balsamic vinegar","","0.23858109","335","False"
"1355","za'atar","za atar","marsala wine","","0.35330766","335","False"
"5421","1 teaspoon chopped fresh oregano","1 teaspoon chopped fresh oregano","dried oregano leaf","","0.15685648","335","False"
"2185","1 tablespoon gochujang, check labels for gluten-free","1 tablespoon gochujang , check UNK for gluten - free","tomato sauce","","0.44319752","335","False"
"6388","¼ cup chopped dill","1 / 4 cup chopped dill","fresh dill","dried dill weed","0.17533854","4","False"
"1867","1/2 teaspoon prepared wasabi","1 / 2 teaspoon prepared wasabi","prepared horseradish","","0.2980833","335","False"
"3623","6 chicken legs (drumsticks with thighs; about 3 pounds)","6 chicken legs ( drumsticks with thighs about 3 pounds )","chicken drumstick with skin","","0.21731067","335","False"
"2997","64 ounces (8 cups) low-sodium vegetable broth","64 ounces ( 8 cups ) low - sodium vegetable broth","low-sodium chicken broth","","0.2815708","335","False"
"7885","5 tablespoons low-carb sweetener (Erythritol) ((more or less to taste))","5 tablespoons low - UNK UNK ( UNK ) ( ( more or less to taste ) )","flour tortilla","","0.46933267","335","False"
"6444","1 tablespoon dried basil","1 tablespoon dried basil","ground dried basil","dried basil leaf","0.2120538","1","False"
"1289","1 cup cherries (frozen, pits removed)","1 cup cherries ( frozen , pits removed )","creamed corn","","0.34940332","335","False"
"1766","2 1/2 ounces pecorino-Romano cheese, shaved (about 1 1/4 cups)","2 1 / 2 ounces pecorino - Romano cheese , shaved ( about 1 1 / 4 cups )","grated parmesan cheese","shredded parmesan cheese","0.1952093","4","True"
"3226","2 cups cooked quinoa (about 3/4 cup uncooked)","2 cups cooked quinoa ( about 3 / 4 cup uncooked )","quinoa","","0.37099564","335","False"
"1146","Sun Basket lemongrass paste (lemongrass - olive oil - fresh garlic - fresh ginger - turmeric)","Sun UNK lemongrass paste ( lemongrass - olive oil - fresh garlic - fresh ginger - turmeric )","garlic","","0.3556745","335","False"
"4442","2 inch lotus root (renkon) ((peeled and precooked, “Renkon no Mizuni”))","2 inch lotus root ( UNK ) ( ( peeled and precooked , UNK no UNK ) )","fresh ginger","","0.39414668","335","False"
"2705","8 ounces cavatappi or other short curly pasta","8 ounces cavatappi or other short curly pasta","orecchiette pasta","","0.33074754","335","False"
"2384","1/4 cup tortilla strips","1 / 4 cup tortilla strips","corn tortilla","","0.3913444","335","False"
"264","2 dried pasilla chiles","2 dried pasilla chiles","ancho dried chili","","0.16997783","335","False"
"3336","1 tablespoon tapioca flour or flour of choice","1 tablespoon tapioca flour or flour of choice","all-purpose white flour","","0.20215547","335","False"
"189","1 teaspoon sumac","1 teaspoon sumac","ground oregano","","0.35206813","335","False"
"1460","3/4 cup apple cider","3 / 4 cup apple cider","apple cider vinegar","","0.26076043","335","False"
"3131","1/2 teaspoon garlic salt","1 / 2 teaspoon garlic salt","table salt","","0.26740372","335","False"
"6104","2 nectarines, about 1 pound, cut into 1/2-inch dice","2 nectarines , about 1 pound , cut into 1 / 2 - inch dice","shrimp","","0.37290078","335","False"
"3506","1 cup sliced shiitake mushrooms","1 cup sliced shiitake mushrooms","shiitake mushroom","","0.1579203","335","False"
"2291","100 g / 3.5 oz gruyere (or mozzarella cheese, or other melting cheese of choice)","100 g / 3 . 5 oz UNK ( or mozzarella cheese , or other melting cheese of choice )","shredded colby cheese","shredded gruyere cheese","0.36845237","5","False"
"3723","2 Tablespoons Vegenaise","2 Tablespoons Vegenaise","cilantro","","0.43257272","335","False"
"8970","1 tsp. Penzeys Pork Chop Seasoning (see notes)","1 tsp . UNK Pork UNK Seasoning ( see notes )","cajun seasoning","","0.4616146","335","False"
"863",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)",". 35 ounces instant yeast , such as SAF Instant Yeast ( 10 g about 2 teaspoons )","rolled oat","","0.44342208","335","False"
"1800","1 tablespoon spicy bean paste ((douban la jiang))","1 tablespoon spicy bean paste ( ( douban la jiang ) )","tomato paste","","0.3005797","335","False"
"4531","1 tablespoon coconut amino acids (or tamari: gluten free soy sauce)","1 tablespoon coconut UNK UNK ( or tamari gluten free soy sauce )","tamari","","0.41223043","335","False"
"8907","8 chicken drumsticks (skin removed)","8 chicken drumsticks ( skin removed )","chicken drumstick with skin","skinless chicken drumstick","0.12168372","1","False"
"1176","Israeli pickles, for serving (see note)","Israeli pickles , for serving ( see note )","pepperoncini","","0.3801151","335","False"
"2576","1/2 cup Bacon bits","1 / 2 cup Bacon bits","bacon","","0.3243108","335","False"
"8196","1 or 2 teaspoons chipotle powder (choose your heat level, or omit. We use 2)","1 or 2 teaspoons chipotle powder ( choose your heat level , or omit . UNK use 2 )","chili powder","","0.3000672","335","False"
"5510","4 hard boiled eggs (sliced or quartered)","4 hard boiled eggs ( sliced or quartered )","egg","","0.22443387","335","False"
"4672","1 pound baby potatoes (I used tri color)","1 pound baby potatoes ( I used tri color )","red potato","","0.36422092","335","False"
"6581","1 teaspoon marmite, vegemite, or Maggi seasoning","1 teaspoon UNK , UNK , or Maggi seasoning","chili garlic sauce","","0.40491948","335","False"
"290","2 tablespoons almond butter or peanut butter","2 tablespoons almond butter or peanut butter","peanut butter","","0.31089824","335","False"
"2066","1/4 cup Coconut Aminos","1 / 4 cup Coconut Aminos","coconut milk","","0.31172678","335","False"
"3129","Black vinegar, for serving","Black vinegar , for serving","white vinegar","","0.2757877","335","False"
"1945","2 lbs ground lamb","2 lbs ground lamb","ground pork","","0.30674535","335","False"
"5233","Canned julienned beets (optional)","Canned julienned beets ( optional )","beets","","0.29223025","335","False"
"5156","1 ancho or chipotle chile, soaked, stemmed, seeded and minced; or 1 teaspoon good chile powder","1 ancho or chipotle chile , soaked , stemmed , seeded and minced or 1 teaspoon good chile powder","bird's eye chili pepper","","0.3690223","335","False"
"2745","7 whole dried Chinese red chili peppers ((optional))","7 whole dried Chinese red chili peppers ( ( optional ) )","ancho dried chili","","0.3877359","335","False"
"2794","4 tablespoon coconut aminos","4 tablespoon coconut UNK","coconut milk","","0.30654037","335","False"
"7040","4 cups mirepoix*","4 cups UNK","dry-roasted cashew","","0.40477693","335","False"
"4172","4 skinless chicken thighs","4 skinless chicken thighs","boneless, skinless chicken thigh","bone-in chicken thigh with skin","0.25003535","8","True"
"5027","1 teaspooon truffle oil","1 teaspooon truffle oil","sesame oil","","0.23778602","335","False"
"811","½ oz. Hazelnut Pieces","1 / 2 oz . UNK Pieces","cauliflower rice","","0.3816402","335","False"
"4723","2 tablespoons mirin (Japanese rice wine)","2 tablespoons mirin ( Japanese rice wine )","white rice","","0.25290132","335","False"
"6174","1 teaspoon celery seed","1 teaspoon celery seed","whole celery seed","celery","0.16826878","44","False"
"4708","1 lb. <p>broccoli rabe, trimmed</p>","1 lb . broccoli rabe , trimmed","broccoli","","0.32709837","335","False"
"4827","1/2 cup salsa verde","1 / 2 cup salsa verde","salsa","","0.17340937","335","False"
"498","1/4 cup extra virgin olive oil","1 / 4 cup extra virgin olive oil","extra-virgin olive oil","olive oil","0.07810564","223","False"
"3113","2 lb baby potatoes","2 lb baby potatoes","red potato","","0.18315338","335","False"
"474","1 can Italian-style stewed tomatoes (chopped)","1 can Italian - style stewed tomatoes ( chopped )","sun-dried tomato","","0.35715476","335","False"
"4541","1 cup fresh thai basil leaves","1 cup fresh UNK basil leaves","fresh basil","","0.18888587","335","False"
"3710","2 hard boiled eggs (finely diced)","2 hard boiled eggs ( finely diced )","egg","","0.2326251","335","False"
"366","1 tsp dark soy sauce ((Note 4))","1 tsp dark soy sauce ( ( Note 4 ) )","dark soy sauce","soy sauce","0.09139611","51","False"
"4559","1/2 cup coconut water","1 / 2 cup coconut water","coconut milk","","0.31099474","335","False"
"181","2 tablespoons fried shallots – contains soy (optional)","2 tablespoons fried shallots contains soy ( optional )","shallot","","0.43765432","335","False"
"3878","few sprigs fresh tarragon or dill","few sprigs fresh tarragon or dill","fresh spearmint","","0.3367833","335","False"
"83","Sauce:","Sauce","pepita","","0.3630599","335","False"
"2654","fresh herbs for garnish","fresh herbs for garnish","fresh chive","","0.27720106","335","False"
"8965","1 sprig Tarragon","1 sprig Tarragon","fresh rosemary","","0.3823809","335","False"
"5121","1 cup pepperoni, chopped","1 cup pepperoni , chopped","pepperoni","","0.18133765","335","False"
"6891","pickled red ginger (beni shoga or kizami beni shoga) ((Kizami Shoga) (to garnish))","pickled red ginger ( beni UNK or UNK beni UNK ) ( ( UNK UNK ) ( to garnish ) )","american pear","","0.39659932","335","False"
"6681","1 teaspoon amchur (dried mango powder)","1 teaspoon amchur ( dried mango powder )","red onion","","0.42171836","335","False"
"8008","⅓ cup cooked baked beans, homemade or canned, with sauce","1 / 3 cup cooked baked beans , homemade or canned , with sauce","cannellini bean","","0.515581","335","False"
"3891","1/2 bag coleslaw mix (shredded cabbage and carrots)","1 / 2 bag coleslaw mix ( shredded cabbage and carrots )","coleslaw mix","","0.17816629","335","False"
"3430","1 tablespoon molasses","1 tablespoon molasses","sauerkraut","","0.39991447","335","False"
"3047","8 cups unsalted vegetable stock","8 cups unsalted vegetable stock","vegetable broth","","0.21998207","335","False"
"425","1 tablespoon extra-virgin olive oil","1 tablespoon extra - virgin olive oil","extra-virgin olive oil","olive oil","0.039990652","223","False"
"8597","1 teaspoon matcha powder","1 teaspoon matcha powder","ground turmeric","","0.3027353","335","False"
"6032","Optional: 1/4 cup diced pickled jalapenos","Optional 1 / 4 cup diced pickled jalapenos","pickled sweet red pepper","","0.43921512","335","False"
"254","1 lemongrass stalk, chopped","1 lemongrass stalk , chopped","broccoli stalk","","0.3967787","335","False"
"2302","500 g / 1 lb lamb mince ((ground lamb, or beef) (Note 1))","500 g / 1 lb lamb UNK ( ( ground lamb , or beef ) ( Note 1 ) )","farmed atlantic salmon","","0.42547697","335","False"
"2476","¼ cup galangal root, sliced into ⅛ thick disks, skins ok ( 2 inch piece)","1 / 4 cup galangal root , sliced into 1 / 8 thick disks , skins UNK ( 2 inch piece )","fresh ginger","","0.1732549","335","False"
"3146","1 teaspoon bacon fat or extra virgin olive oil","1 teaspoon bacon fat or extra virgin olive oil","bacon","","0.34499514","335","False"
"626","¼ teaspoon red-pepper flakes, plus more to taste","1 / 4 teaspoon red - pepper flakes , plus more to taste","crushed red pepper flake","red bell pepper","0.23491843","60","False"
"8913","1/4 teaspoon ground pepper","1 / 4 teaspoon ground pepper","ground black pepper","ground red pepper","0.15784983","33","False"
"1836","1/4 - 1/2 tsp maple extract","1 / 4 - 1 / 2 tsp maple extract","maple syrup","","0.3715271","335","False"
"3221","1 teaspoon Aleppo-style pepper, plus more for serving","1 teaspoon Aleppo - style pepper , plus more for serving","pepper jack cheese","","0.47795022","335","False"
"8870","tabbouleh salad","UNK salad","ranch dressing mix","","0.20318854","335","False"
"322","1/4 cup tortilla strips, for garnish","1 / 4 cup tortilla strips , for garnish","fresh corn","","0.46602872","335","False"
"5206","¼ cup microgreens, optional","1 / 4 cup microgreens , optional","caper","","0.4063068","335","False"
"2962","4 4-inch squares focaccia or similar flatbread, sliced in two horizontally","4 4 - inch squares focaccia or similar flatbread , sliced in two horizontally","pita","","0.26285267","335","False"
"4458","1 scoop vanilla protein powder or collagen peptides (see note)","1 scoop vanilla protein powder or UNK UNK ( see note )","curry powder","","0.32228383","335","False"
"1069","1-inch piece cinnamon","1 - inch piece cinnamon","ground cinnamon","","0.25223953","335","False"
"2326","1/2 cup Fresh fruit, such as apples, banana, strawberries sliced","1 / 2 cup Fresh fruit , such as apples , banana , strawberries sliced","blueberry","","0.3375058","335","False"
"2917","Fukujinzuke (red pickled daikon)","UNK ( red pickled daikon )","american pear","","0.24417916","335","False"
"7973","generous pinch saffron (optional)","generous pinch saffron ( optional )","ground cardamom","","0.37187076","335","False"
"23","1 teaspoon coarsely crushed Sichuan pepper","1 teaspoon coarsely crushed Sichuan pepper","ground red pepper","","0.28886488","335","False"
"3149","1 to 2 teaspoons dry rub","1 to 2 teaspoons dry rub","ketchup","","0.5092103","335","False"
"8236","Sun Basket ginger sauce base (fish sauce - lime juice - sambal oelek - ginger - coconut sugar)","Sun UNK ginger sauce base ( fish sauce - lime juice - sambal oelek - ginger - coconut sugar )","fresh ginger","","0.48684263","335","False"
"3246","4 lettuce leaves","4 lettuce leaves","romaine lettuce","green leaf lettuce","0.11392023","5","False"
"3615","2 tablespoons (30ml) whole grain mustard","2 tablespoons ( UNK ) whole grain mustard","dijon mustard","","0.20077708","335","False"
"2801","600 g / 1.2 lb scotch fillet steak / boneless rib eye ((Note 1))","600 g / 1 . 2 lb scotch fillet steak / boneless rib eye ( ( Note 1 ) )","farmed atlantic salmon","","0.38182953","335","False"
"2470","1/2 cup coarsely grated Gruyère cheese (about 2 1/2 ounces)","1 / 2 cup coarsely grated Gruyère cheese ( about 2 1 / 2 ounces )","shredded colby cheese","shredded gruyere cheese","0.26640964","5","False"
"4444","4 Shiso leaves (Ooba)","4 Shiso leaves ( UNK )","ground dried basil","","0.46533126","335","False"
"5405","1 (16-ounce) jar giardiniera salad, (drained and chopped)","1 ( 16 - ounce ) jar UNK salad , ( drained and chopped )","corn oil","","0.41817603","335","False"
"2710","4 ounces Fontina cheese, grated (about 1 cup)","4 ounces Fontina cheese , grated ( about 1 cup )","pepper jack cheese","","0.3773419","335","False"
"8463","2 tablespoons ghee or coconut oil","2 tablespoons ghee or coconut oil","unsalted butter","coconut oil","0.32101613","9","True"
"2123","1 Tbsp lemon curd","1 Tbsp lemon curd","lemon peel","","0.36206836","335","False"
"843","Salsa:","Salsa","pepita","","0.3573379","335","False"
"4744","Simple Thai peanut dressing (recipe below)","Simple Thai peanut dressing ( recipe below )","Caesar dressing","","0.3427643","335","False"
"5209","1/4 cup milk","1 / 4 cup milk","whole milk","1% milk","0.12901892","8","False"
"3873","1 turkish cucumber, sliced or cut into thin ribbons ( use a veggie peeler)","1 UNK cucumber , sliced or cut into thin ribbons ( use a UNK peeler )","english cucumber","","0.28100255","335","False"
"934","1 tsp marjoram","1 tsp marjoram","fresh thyme","","0.3168868","335","False"
"6523","1/3 cup gochujang (Korean chile sauce)","1 / 3 cup gochujang ( Korean chile sauce )","sriracha","","0.42177194","335","False"
"3071","2 Tbsp nutritional yeast","2 Tbsp nutritional yeast","ground allspice","","0.45609558","335","False"
"3563","Fennel fronds or sliced scallions, or both, for serving","Fennel fronds or sliced scallions , or both , for serving","fennel bulb","","0.3492782","335","False"
"1594","1 tsp thick soy sauce, or use low sodium soy sauce","1 tsp thick soy sauce , or use low sodium soy sauce","soy sauce","low-sodium soy sauce","0.27679396","38","True"
"7150","tortilla strips","tortilla strips","corn tortilla","","0.34239522","335","False"
"1112","2 teaspoons dried oregano, divided","2 teaspoons dried oregano , divided","dried oregano leaf","ground oregano","0.16993725","5","False"
"1612","1-2 Tbsp protein powder of choice or hemp seeds","1 - 2 Tbsp protein powder of choice or UNK seeds","white sugar","","0.37407038","335","False"
"752","4 oz 50% reduced fat sharp cheddar, I used Cabot","4 oz 50 % reduced fat sharp cheddar , I used Cabot","sharp cheddar cheese","","0.46561784","335","False"
"8646","2 teaspoons chopped fresh tarragon","2 teaspoons chopped fresh tarragon","fresh spearmint","","0.3077704","335","False"
"2892","1 pound king oyster mushrooms ((about 3-4 mushrooms, diced into small pieces))","1 pound king oyster mushrooms ( ( about 3 - 4 mushrooms , diced into small pieces ) )","yellowfin tuna","","0.47050172","335","False"
"856","1 Tbsp. almond butter","1 Tbsp . almond butter","peanut butter","","0.39055386","335","False"
"7212","4 leaves fresh sage","4 leaves fresh sage","ground dried sage","","0.3019231","335","False"
"4823","12 ounces chicken breast tenders","12 ounces chicken breast tenders","boneless, skinless chicken thigh","","0.27038002","335","False"
